id,title,type,release_year,runtime,genres,seasons,imdb_score,tmdb_score
ts369839,Mind Your Manners,SHOW,2022,33,['reality'],1.0,5.9,4.5
ts330132,800 Meters,SHOW,2022,52,"['documentation', 'crime']",1.0,7.0,6.0
ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,2022,61,"['documentation', 'crime']",1.0,6.4,6.5
ts104499,Trese,SHOW,2021,29,"['thriller', 'crime', 'scifi', 'fantasy', 'horror', 'action', 'animation']",1.0,7.0,7.3
ts225690,Vampire in the Garden,SHOW,2022,26,"['action', 'scifi', 'drama', 'fantasy', 'thriller', 'animation']",1.0,6.7,7.5
tm1107225,Through My Window,MOVIE,2022,112,"['drama', 'romance', 'comedy']",,5.4,"7,441"
ts269676,History of Swear Words,SHOW,2021,21,"['comedy', 'documentation']",1.0,6.4,6.9
tm1080083,The Lost Daughter,MOVIE,2021,122,['drama'],,6.7,6.6
ts351136,Family Secrets,SHOW,2022,45,"['comedy', 'drama', 'romance', 'family']",1.0,6.0,"6,545"
ts291718,Pretty Smart,SHOW,2021,23,"['comedy', 'drama', 'romance']",1.0,5.8,6.8
tm1248616,Blackout,MOVIE,2022,81,['thriller'],,,"5,464"
ts225645,The Chair,SHOW,2021,30,"['drama', 'comedy']",1.0,7.2,6.9
tm1267936,The Soccer Football Movie,MOVIE,2022,74,"['comedy', 'family', 'sport', 'animation']",,3.1,6.1
ts313902,Your Life is a Joke,SHOW,2021,37,"['comedy', 'documentation']",1.0,5.5,2.5
tm1061911,Rainbow,MOVIE,2022,117,"['fantasy', 'drama', 'comedy', 'music']",,4.5,6.0
tm1134087,Borrego,MOVIE,2022,102,['thriller'],,5.3,5.8
ts297846,An astrological guide for broken hearts,SHOW,2021,34,"['comedy', 'romance']",2.0,7.1,"6,481"
tm473703,Laal Singh Chaddha,MOVIE,2022,157,"['drama', 'romance', 'comedy', 'war', 'family']",,5.5,6.5
ts320426,Crime Scene: The Times Square Killer,SHOW,2021,49,"['thriller', 'documentation', 'crime', 'history']",1.0,6.5,"6,975"
ts361022,A Kidnapping Scandal: The Florence Cassez Affair,SHOW,2022,50,"['crime', 'documentation']",1.0,7.0,6.8
tm1268096,Trevor Noah: I Wish You Would,MOVIE,2022,69,"['comedy', 'documentation']",,6.6,"6,762"
tm1110691,A Man of Action,MOVIE,2022,111,"['action', 'drama', 'history', 'crime']",,6.3,"6,796"
tm1064065,Black Crab,MOVIE,2022,114,"['scifi', 'thriller', 'war', 'action', 'drama']",,5.7,6.3
tm1221677,"Hello, Goodbye, and Everything in Between",MOVIE,2022,84,"['drama', 'comedy', 'romance']",,5.1,"6,301"
tm1070032,Black Island,MOVIE,2021,104,"['thriller', 'drama']",,5.2,6.0
tm1232830,Dave Chappelle: What's in a Name?,MOVIE,2022,40,['comedy'],,,5.8
ts288195,Invisible City,SHOW,2021,36,"['scifi', 'drama', 'thriller', 'crime', 'fantasy']",2.0,7.5,7.11
tm1120880,Doctor G,MOVIE,2022,124,"['drama', 'comedy']",,6.7,6.6
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,46,"['documentation', 'crime', 'history']",1.0,7.1,"6,636"
ts288807,If Only,SHOW,2022,35,"['scifi', 'drama', 'comedy']",1.0,6.2,"7,344"
tm1159163,Fistful of Vengeance,MOVIE,2022,97,"['action', 'fantasy', 'drama', 'crime']",,4.4,"5,623"
tm1215707,Thai Massage,MOVIE,2022,120,"['drama', 'comedy']",,6.3,7.0
tm1120855,Along for the Ride,MOVIE,2022,106,"['drama', 'romance']",,6.1,"6,833"
ts288064,Somos.,SHOW,2021,52,"['drama', 'history', 'crime']",1.0,7.1,7.6
tm1083293,Windfall,MOVIE,2022,92,"['thriller', 'crime', 'drama']",,5.7,5.38
ts271729,Story of My Family,SHOW,2021,48,"['drama', 'family', 'comedy']",1.0,,8.5
tm1202091,Neon Lights,MOVIE,2022,90,"['horror', 'thriller']",,4.6,4.8
ts352579,As the Crow Flies,SHOW,2022,0,"['drama', 'comedy']",1.0,6.3,7.27
ts330329,CAT,SHOW,2022,45,"['crime', 'drama']",1.0,,7.2
ts268220,The Houseboat,SHOW,2021,36,['documentation'],1.0,,"6,538"
ts300325,Surviving Summer,SHOW,2022,28,"['drama', 'family']",1.0,6.5,"6,913"
ts357345,Street Food: USA,SHOW,2022,32,['documentation'],1.0,6.8,5.9
ts310335,Insiders,SHOW,2021,48,['reality'],2.0,4.2,"6,726"
tm1166302,Split at the Root,MOVIE,2022,96,['documentation'],,8.9,
ts229335,Anxious People,SHOW,2021,29,"['crime', 'drama', 'comedy']",1.0,6.8,"6,096"
ts374545,Live to Lead,SHOW,2022,29,['documentation'],1.0,4.6,4.6
ts326029,Savage Rhythm,SHOW,2022,40,"['drama', 'music']",1.0,6.3,"7,529"
tm1282205,Private Lesson,MOVIE,2022,89,"['romance', 'comedy']",,4.5,6.8
tm888243,Pray Away,MOVIE,2021,101,['documentation'],,6.5,7.0
tm1165462,Senior Year,MOVIE,2022,112,"['comedy', 'drama']",,5.5,"5,903"
tm1038355,The Last Mercenary,MOVIE,2021,110,"['comedy', 'action', 'crime', 'thriller']",,5.3,6.58
tm976166,Malcolm & Marie,MOVIE,2021,106,"['drama', 'romance']",,6.6,"7,073"
tm1198388,Cyber Hell: Exposing an Internet Horror,MOVIE,2022,105,"['documentation', 'crime']",,6.5,"7,257"
ts257504,Heirs to the Land,SHOW,2022,53,"['drama', 'scifi', 'history', 'comedy']",1.0,7.1,6.5
ts302058,Everything Will Be Fine,SHOW,2021,29,"['drama', 'comedy']",1.0,6.3,7.2
ts269286,Once Upon a Time... Happily Never After,SHOW,2022,0,"['scifi', 'comedy', 'fantasy']",1.0,5.4,"7,125"
tm1094069,The Women and the Murderer,MOVIE,2021,92,"['documentation', 'crime']",,6.4,6.2
ts320502,Getting Curious with Jonathan Van Ness,SHOW,2022,26,"['comedy', 'reality']",1.0,6.9,6.2
ts306526,Queen,SHOW,2022,49,['drama'],1.0,7.1,"6,167"
ts294338,Hard Cell,SHOW,2022,26,"['comedy', 'documentation', 'sport']",1.0,6.4,5.5
ts329882,Secrets of Summer,SHOW,2022,31,"['drama', 'family', 'music']",2.0,6.0,7.8
ts294227,Farzar,SHOW,2022,28,"['comedy', 'scifi', 'animation', 'action']",1.0,5.5,6.4
tm1284734,My Next Guest with David Letterman and Volodymyr Zelenskyy,MOVIE,2022,44,['documentation'],,,6.8
tm1092864,The Unforgivable,MOVIE,2021,112,"['drama', 'crime']",,7.1,"7,507"
ts90023,AlRawabi School for Girls,SHOW,2021,48,['drama'],2.0,7.3,"7,453"
ts296563,Who Rules The World,SHOW,2022,46,"['drama', 'action', 'fantasy', 'romance']",1.0,8.3,7.0
ts304310,No Regrets In Life,SHOW,2022,71,"['drama', 'romance']",1.0,6.5,3.5
tm1018747,Live Is Life,MOVIE,2022,110,"['action', 'comedy', 'drama']",,6.3,7.0
ts343251,Green Mothers' Club,SHOW,2022,70,"['drama', 'thriller']",1.0,7.0,6.2
ts273229,Feria: The Darkest Light,SHOW,2022,50,"['scifi', 'thriller', 'crime', 'drama', 'fantasy', 'horror']",1.0,5.7,6.8
tm857461,Gangubai Kathiawadi,MOVIE,2022,157,"['drama', 'crime']",,7.8,"7,435"
tm1166288,Rescued by Ruby,MOVIE,2022,93,"['drama', 'family']",,7.1,7.5
ts255037,Resident Evil: Infinite Darkness,SHOW,2021,27,"['scifi', 'drama', 'action', 'animation', 'horror']",1.0,5.8,"7,778"
ts246178,Eden,SHOW,2021,25,"['animation', 'reality', 'scifi', 'fantasy', 'action', 'drama', 'family']",1.0,6.6,6.9
tm473502,83,MOVIE,2021,163,"['drama', 'sport', 'history']",,7.5,"7,047"
ts314742,He-Man and the Masters of the Universe,SHOW,2021,26,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",3.0,5.8,7.2
tm1248544,Nick Kroll: Little Big Boy,MOVIE,2022,60,['comedy'],,6.7,5.5
tm1191224,365 Days: This Day,MOVIE,2022,111,"['drama', 'romance']",,2.6,"5,878"
ts311198,PokÃ©mon Master Journeys,SHOW,2021,22,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",3.0,7.6,
ts308845,The Billion Dollar Code,SHOW,2021,67,"['drama', 'thriller', 'crime']",1.0,8.0,"8,218"
tm1038686,Bo Burnham: Inside,MOVIE,2021,88,"['comedy', 'drama', 'music', 'reality']",,8.7,"8,186"
tm466544,Sooryavanshi,MOVIE,2021,145,"['action', 'crime', 'thriller']",,6.1,5.8
tm1019177,The Colony,MOVIE,2021,104,"['scifi', 'thriller', 'action']",,5.4,5.7
ts298766,Pirate Gold of Adak Island,SHOW,2022,29,['reality'],1.0,4.7,"5,667"
tm1117040,Anek,MOVIE,2022,146,"['thriller', 'action', 'drama', 'sport']",,6.5,6.2
ts299865,Heist,SHOW,2021,43,"['documentation', 'crime']",1.0,6.8,"6,854"
tm1249436,The Perfumier,MOVIE,2022,96,"['drama', 'thriller', 'crime']",,3.6,4.5
tm1166338,What We Leave Behind,MOVIE,2022,71,['documentation'],,6.8,"6,333"
ts367042,Lookism,SHOW,2022,25,"['drama', 'animation', 'romance', 'action']",1.0,7.6,"8,646"
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,2022,29,['comedy'],,7.0,6.5
tm1018890,Seaspiracy,MOVIE,2021,89,['documentation'],,8.1,"7,885"
ts271517,The Crew,SHOW,2021,27,['comedy'],1.0,6.5,7.0
tm1228212,The Seven Deadly Sins: Grudge of Edinburgh Part 1,MOVIE,2022,52,"['action', 'animation', 'fantasy', 'comedy']",,5.4,"8,079"
ts308838,Bad Sport,SHOW,2021,65,"['crime', 'documentation', 'sport']",1.0,7.3,"6,909"
ts365154,Snack vs Chef,SHOW,2022,38,['reality'],1.0,5.4,4.5
ts281062,The Girl from Oslo,SHOW,2021,31,"['thriller', 'drama']",1.0,6.3,"6,963"
ts359613,Lady Tamara,SHOW,2022,39,['reality'],1.0,4.4,4.7
ts308321,Dated and Related,SHOW,2022,0,['reality'],1.0,4.6,"6,269"
ts321298,Business Proposal,SHOW,2022,60,"['drama', 'comedy', 'romance']",1.0,8.1,8.5
tm919961,Pieces of a Woman,MOVIE,2021,127,['drama'],,7.0,7.1
tm1050882,HollyBlood,MOVIE,2022,87,"['romance', 'comedy', 'fantasy', 'horror']",,4.4,5.5
ts1475,Chosen,SHOW,2022,44,"['scifi', 'drama', 'thriller']",1.0,4.6,6.4
tm1118865,7 Women and a Murder,MOVIE,2021,82,"['comedy', 'crime', 'thriller']",,5.4,5.6
tm1002815,Nightbooks,MOVIE,2021,103,"['family', 'fantasy', 'horror']",,5.8,6.3
ts108042,Maya and the Three,SHOW,2021,131,"['comedy', 'drama', 'family', 'fantasy', 'animation', 'action']",1.0,8.1,7.9
ts284885,Abla Fahita: Drama Queen,SHOW,2021,25,"['drama', 'comedy', 'crime']",1.0,6.6,7.0
ts300391,Clickbait,SHOW,2021,46,"['thriller', 'crime', 'drama']",1.0,7.2,"7,467"
ts288472,You Are My Spring,SHOW,2021,69,"['drama', 'thriller', 'fantasy', 'romance']",1.0,7.4,7.5
tm998726,Sentinelle,MOVIE,2021,80,"['thriller', 'action', 'drama', 'crime']",,4.8,5.9
tm1120543,The Bubble,MOVIE,2022,126,['comedy'],,4.7,4.7
tm1248254,The Anthrax Attacks: In the Shadow of 9/11,MOVIE,2022,94,"['documentation', 'crime']",,6.2,6.9
ts256311,High-Rise Invasion,SHOW,2021,26,"['action', 'scifi', 'thriller', 'animation', 'horror']",1.0,6.6,8.4
tm1168689,"Monica, O My Darling",MOVIE,2022,129,"['drama', 'comedy', 'crime', 'thriller']",,7.4,7.4
ts308002,The Five Juanas,SHOW,2021,39,['drama'],1.0,6.9,"7,413"
tm1219350,Qala,MOVIE,2022,119,"['drama', 'history', 'horror', 'thriller', 'music']",,7.2,6.2
ts349845,Mr. Good: Cop or Crook?,SHOW,2022,50,"['documentation', 'crime']",1.0,6.8,5.1
ts365099,Dubai Bling,SHOW,2022,47,['reality'],1.0,3.6,"5,667"
tm1026528,Mousa,MOVIE,2021,101,"['scifi', 'action', 'drama']",,6.0,6.5
tm494912,Broad Peak,MOVIE,2022,101,"['drama', 'thriller']",,5.9,"5,855"
ts268104,Somebody,SHOW,2022,55,"['crime', 'drama']",1.0,,"7,181"
ts367110,First Love,SHOW,2022,54,"['drama', 'romance']",1.0,8.4,"7,947"
ts297065,Tattoo Redo,SHOW,2021,26,['reality'],1.0,5.9,5.0
ts271025,Bling Empire,SHOW,2021,36,['reality'],3.0,5.8,7.8
tm1255014,Hasan Minhaj: The King's Jester,MOVIE,2022,60,"['comedy', 'documentation']",,7.7,7.2
ts265991,The Cook of Castamar,SHOW,2021,54,"['drama', 'romance']",1.0,7.4,7.0
ts272980,The One,SHOW,2021,42,"['crime', 'drama', 'scifi', 'thriller', 'action']",1.0,6.6,"6,768"
tm1091155,Untold: Breaking Point,MOVIE,2021,79,"['documentation', 'sport']",,7.6,7.7
tm1044289,Interceptor,MOVIE,2022,98,"['thriller', 'action', 'drama']",,4.6,6.2
ts329711,"Love, Life & Everything in Between",SHOW,2022,27,"['drama', 'comedy', 'romance']",1.0,5.6,4.0
ts363093,Romantic Killer,SHOW,2022,27,"['animation', 'comedy', 'fantasy', 'romance']",1.0,7.6,9.0
ts225657,Halston,SHOW,2021,47,['drama'],1.0,7.5,7.2
tm1285036,Guillermo del Toro's Pinocchio: Handcarved Cinema,MOVIE,2022,37,['documentation'],,,7.6
tm1280692,Delivery by Christmas,MOVIE,2022,97,"['comedy', 'romance']",,5.5,"6,225"
tm1104532,Britney vs. Spears,MOVIE,2021,93,"['documentation', 'music']",,6.4,"7,211"
tm943774,The Old Ways,MOVIE,2021,90,"['horror', 'fantasy', 'drama', 'thriller']",,5.4,"6,957"
tm1129112,18 Pages,MOVIE,2022,137,['romance'],,7.1,"6,667"
ts341760,Byron Baes,SHOW,2022,45,['reality'],1.0,2.9,3.0
ts312094,JAPAN SINKS: People of Hope,SHOW,2021,52,"['scifi', 'drama', 'war']",1.0,6.2,6.4
tm855839,The Shadow in My Eye,MOVIE,2021,107,"['drama', 'history', 'war']",,7.3,"7,824"
ts354381,School Tales the Series,SHOW,2022,49,"['drama', 'thriller', 'horror']",1.0,5.4,"7,667"
ts368868,Mr. Midnight: Bacha na pÅ™Ã­Å¡ery,SHOW,2022,31,"['action', 'comedy', 'horror']",1.0,5.8,5.8
tm825714,The Harder They Fall,MOVIE,2021,139,"['drama', 'western', 'action']",,6.6,6.7
tm1165219,Ali Wong: Don Wong,MOVIE,2022,59,['comedy'],,6.6,7.2
ts326955,The Fame Game,SHOW,2022,47,['drama'],1.0,,5.4
ts287532,High on the Hog: How African American Cuisine Transformed America,SHOW,2021,53,['documentation'],1.0,,"5,333"
ts270405,Pretend It's a City,SHOW,2021,29,"['comedy', 'documentation']",1.0,8.1,"7,305"
tm454879,Major Grom: Plague Doctor,MOVIE,2021,136,"['action', 'crime']",,6.3,"6,685"
ts296214,How to Become a Tyrant,SHOW,2021,27,"['documentation', 'war', 'history']",1.0,7.4,7.4
tm1110527,Captain Nova,MOVIE,2021,86,"['scifi', 'family']",,5.5,6.0
tm1261882,Jumping from High Places,MOVIE,2022,88,"['romance', 'comedy', 'drama']",,5.7,5.6
tm1075698,Metal Lords,MOVIE,2022,97,"['drama', 'comedy', 'music']",,6.7,"6,863"
ts272939,The Lost Pirate Kingdom,SHOW,2021,53,"['documentation', 'drama', 'history']",1.0,6.6,"7,659"
ts285106,Under Suspicion: Uncovering the Wesphael Case,SHOW,2021,36,"['crime', 'documentation']",1.0,6.3,6.6
ts311915,Rebelde,SHOW,2022,40,"['drama', 'comedy', 'music', 'romance', 'family']",2.0,6.4,"7,548"
tm1030283,Why Did You Kill Me?,MOVIE,2021,83,"['documentation', 'crime']",,5.6,"6,131"
ts234971,Malverde: El Santo PatrÃ³n,SHOW,2021,45,"['drama', 'crime', 'action', 'war']",1.0,7.6,"7,667"
tm1269414,Don't Leave,MOVIE,2022,107,"['drama', 'romance']",,5.2,5.5
tm1261887,I Am Vanessa Guillen,MOVIE,2022,95,"['documentation', 'crime']",,6.3,7.5
tm1150385,The Tinder Swindler,MOVIE,2022,114,"['crime', 'documentation']",,7.1,7.0
ts373945,Far from Home,SHOW,2022,43,['drama'],1.0,5.8,"8,321"
ts270807,"Hello, Me!",SHOW,2021,61,"['scifi', 'comedy', 'drama', 'fantasy', 'romance']",1.0,7.3,7.5
tm1164962,Restless,MOVIE,2022,95,"['action', 'thriller', 'crime']",,5.8,"6,067"
tm1271320,Christmas Full of Grace,MOVIE,2022,104,"['romance', 'comedy']",,4.4,"5,622"
tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,2021,100,"['drama', 'crime', 'documentation']",,6.9,7.0
ts287352,Hit & Run,SHOW,2021,44,"['action', 'thriller', 'crime', 'drama']",1.0,7.0,7.4
tm979182,Red Dot,MOVIE,2021,86,"['thriller', 'horror', 'drama']",,5.5,5.87
tm1235732,Shania Twain: Not Just a Girl,MOVIE,2022,88,"['music', 'documentation']",,7.0,6.8
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,83,"['scifi', 'animation', 'action', 'drama', 'fantasy']",,7.2,"7,615"
ts287559,Jupiter's Legacy,SHOW,2021,45,"['scifi', 'drama', 'fantasy', 'action']",1.0,6.7,7.1
tm1151272,Beast,MOVIE,2022,162,"['action', 'thriller', 'comedy', 'crime']",,5.2,6.0
tm1185687,Silverton Siege,MOVIE,2022,100,"['drama', 'action', 'crime', 'thriller']",,6.3,"6,392"
ts260477,Post Mortem: No One Dies in Skarnes,SHOW,2021,45,"['thriller', 'comedy', 'drama']",1.0,7.1,
ts288065,Naomi Osaka,SHOW,2021,37,"['documentation', 'sport']",1.0,6.3,6.8
ts216407,Age of Samurai: Battle for Japan,SHOW,2021,43,"['drama', 'history', 'war', 'documentation', 'action']",1.0,7.4,"7,107"
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,72,['comedy'],,8.0,7.2
ts246073,Tribes of Europa,SHOW,2021,47,"['scifi', 'drama', 'fantasy', 'action']",1.0,6.7,"7,076"
tm1171875,Too Old for Fairy Tales,MOVIE,2022,106,"['family', 'comedy']",,6.2,6.2
tm413169,Peter Rabbit 2: The Runaway,MOVIE,2021,93,"['comedy', 'action', 'family', 'animation', 'crime', 'drama', 'fantasy']",,6.2,7.2
ts272515,Dealer,SHOW,2021,45,"['action', 'crime', 'drama', 'thriller']",1.0,6.2,"6,818"
ts344043,Welcome to Wedding Hell,SHOW,2022,37,"['drama', 'romance']",1.0,6.2,7.75
tm921206,The Kissing Booth 3,MOVIE,2021,112,"['comedy', 'romance']",,4.8,"7,046"
tm991529,The Hand of God,MOVIE,2021,130,['drama'],,7.4,"7,622"
tm1260940,Minions & More 1,MOVIE,2022,48,"['action', 'comedy', 'family', 'animation']",,6.5,6.9
tm983784,Coming Home in the Dark,MOVIE,2021,93,"['thriller', 'horror', 'crime']",,5.7,"5,675"
ts302489,Chicago Party Aunt,SHOW,2021,24,"['animation', 'comedy']",2.0,5.6,6.2
ts271867,Vincenzo,SHOW,2021,81,"['action', 'comedy', 'crime', 'drama', 'romance']",1.0,8.4,"8,622"
tm863823,Finding Ê»Ohana,MOVIE,2021,123,"['action', 'comedy', 'family']",,6.1,6.4
tm1260147,Esposa de Aluguel,MOVIE,2022,107,"['comedy', 'romance']",,,2.0
tm1111987,Munich: The Edge of War,MOVIE,2022,129,"['drama', 'history', 'thriller']",,6.8,6.9
tm1087461,Last Man Down,MOVIE,2021,87,"['action', 'thriller', 'scifi']",,3.6,5.4
tm1218702,Doom of Love,MOVIE,2022,100,"['drama', 'romance']",,4.9,6.7
tm1000619,Radhe Shyam,MOVIE,2022,138,"['drama', 'romance']",,5.3,5.5
tm1243800,Gabriel Iglesias: Stadium Fluffy,MOVIE,2022,115,"['comedy', 'documentation']",,7.1,6.7
tm501313,Gunpowder Milkshake,MOVIE,2021,114,"['action', 'crime', 'thriller', 'comedy']",,6.0,6.4
tm1180524,Av: The Hunt,MOVIE,2021,86,"['thriller', 'action']",,5.3,5.2
tm1043290,Murder by the Coast,MOVIE,2021,88,"['crime', 'history', 'thriller', 'documentation']",,6.5,"6,329"
tm950444,Skater Girl,MOVIE,2021,107,"['drama', 'family', 'sport']",,6.6,7.4
ts315611,Animal,SHOW,2021,46,['documentation'],2.0,7.9,7.9
tm1237643,Untold: The Race of the Century,MOVIE,2022,83,"['documentation', 'sport']",,7.3,7.3
tm986168,The Guilty,MOVIE,2021,90,"['drama', 'thriller', 'action', 'crime']",,6.3,"6,412"
ts317612,Love is Blind: Japan,SHOW,2022,57,"['romance', 'reality']",2.0,7.1,"5,917"
tm1106212,Photocopier,MOVIE,2022,130,"['thriller', 'drama', 'crime']",,6.8,7.0
tm1241233,The Post-Truth World,MOVIE,2022,120,"['thriller', 'crime', 'drama']",,6.4,6.2
tm1141923,The Royal Treatment,MOVIE,2022,96,"['romance', 'comedy', 'family']",,5.2,6.7
ts346034,Blood Sisters,SHOW,2022,56,"['crime', 'drama', 'thriller']",1.0,5.5,"8,385"
ts349451,ONI: Thunder God's Tale,SHOW,2022,42,"['action', 'family', 'fantasy', 'animation']",1.0,8.2,8.1
ts284862,Zero Chill,SHOW,2021,30,"['drama', 'comedy', 'family']",1.0,,"7,451"
ts297675,Sexy Beasts,SHOW,2021,23,"['reality', 'romance']",2.0,4.7,5.8
ts302312,Jaguar,SHOW,2021,45,"['war', 'drama', 'action', 'history']",1.0,5.8,7.18
tm897466,The Summit of the Gods,MOVIE,2021,95,"['animation', 'drama', 'sport', 'history']",,7.5,"7,888"
tm1264211,Wild Is the Wind,MOVIE,2022,123,"['crime', 'drama']",,5.5,5.7
ts365153,Drink Masters,SHOW,2022,39,['reality'],1.0,6.7,5.4
ts219423,Masters of the Universe: Revelation,SHOW,2021,26,"['family', 'drama', 'scifi', 'animation', 'action', 'comedy', 'fantasy']",2.0,5.4,"6,679"
ts327074,Bullsh*t the Game Show,SHOW,2022,32,['reality'],1.0,6.2,6.1
tm1020326,Deadly Illusions,MOVIE,2021,114,"['thriller', 'drama']",,,5.0
tm1201262,Love & Gelato,MOVIE,2022,111,"['romance', 'comedy', 'drama']",,5.1,"5,399"
tm1078733,Royalteen,MOVIE,2022,107,"['drama', 'romance']",,5.2,"5,814"
ts273436,Murder Among the Mormons,SHOW,2021,53,"['crime', 'documentation', 'history']",1.0,7.0,"7,161"
tm1236382,Bank Robbers: The Last Great Heist,MOVIE,2022,109,"['documentation', 'crime']",,7.1,6.9
ts285854,Till Death,SHOW,2021,52,['drama'],2.0,,6.7
ts310081,Two Summers,SHOW,2022,46,"['drama', 'thriller']",1.0,6.8,"6,795"
ts297763,Myth & Mogul: John DeLorean,SHOW,2021,44,"['documentation', 'crime']",1.0,6.8,6.7
tm1063013,The Father Who Moves Mountains,MOVIE,2021,108,"['thriller', 'drama']",,5.5,5.9
tm999927,A Cop Movie,MOVIE,2021,107,"['drama', 'thriller', 'documentation', 'action', 'crime']",,7.0,7.3
ts320075,Aranyak,SHOW,2021,2,"['crime', 'thriller', 'drama']",1.0,7.9,"7,214"
tm1276014,The Masked Scammer,MOVIE,2022,90,"['documentation', 'crime']",,6.1,6.5
ts329885,Standing Up,SHOW,2022,47,"['comedy', 'drama']",1.0,7.5,"6,722"
ts287703,Mine,SHOW,2021,70,"['drama', 'thriller']",1.0,7.7,"7,573"
ts310057,True Story,SHOW,2021,39,"['drama', 'crime', 'thriller', 'comedy']",1.0,7.4,"7,033"
ts366878,Phantom Pups,SHOW,2022,25,"['family', 'fantasy', 'horror', 'comedy']",1.0,6.0,"8,385"
ts239188,Kitz,SHOW,2021,44,"['drama', 'thriller']",1.0,5.8,"7,244"
ts344128,Summer Strike,SHOW,2022,50,"['drama', 'romance']",1.0,7.9,7.2
ts367183,Easy-Bake Battle: The Home Cooking Competition,SHOW,2022,38,['reality'],1.0,6.4,"5,333"
ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,2021,48,"['documentation', 'crime', 'history']",1.0,6.4,"6,313"
tm1039422,Nail Bomber: Manhunt,MOVIE,2021,72,"['crime', 'documentation', 'history']",,6.3,"6,526"
ts328617,Too Hot to Handle: Brazil,SHOW,2021,55,"['reality', 'romance']",2.0,5.4,6.8
tm1038096,Carnaval,MOVIE,2021,94,['comedy'],,4.0,"5,194"
ts349842,Rhythm + Flow France,SHOW,2022,43,"['reality', 'music']",1.0,6.2,7.6
ts273275,Marriage or Mortgage,SHOW,2021,40,['reality'],1.0,5.3,6.0
ts365155,Cook at all Costs,SHOW,2022,36,['reality'],1.0,6.4,2.0
tm1227853,Bhool Bhulaiyaa 2,MOVIE,2022,142,"['comedy', 'horror', 'drama']",,5.7,"6,309"
tm949309,The White Tiger,MOVIE,2021,125,"['drama', 'crime']",,7.1,6.96
ts288808,The Longest Night,SHOW,2022,45,"['drama', 'thriller', 'action', 'crime']",1.0,5.9,7.0
ts275448,Navillera,SHOW,2021,64,['drama'],1.0,8.7,"8,553"
ts300274,Cooking With Paris,SHOW,2021,23,['reality'],1.0,5.4,"6,435"
tm1157230,Then Barbara Met Alan,MOVIE,2022,67,['drama'],,6.7,6.2
ts312227,Would You Like a Cup of Coffee?,SHOW,2021,27,['drama'],1.0,8.3,7.2
tm977704,Robin Robin,MOVIE,2021,30,"['animation', 'family', 'comedy']",,7.2,"6,993"
ts320302,Neymar: The Perfect Chaos,SHOW,2022,55,"['documentation', 'sport']",1.0,6.6,7.4
ts310331,Twenty Somethings: Austin,SHOW,2021,30,['reality'],1.0,6.2,1.7
ts364946,The Fight for Justice: Paolo Guerrero,SHOW,2022,43,"['drama', 'sport']",1.0,6.5,"7,667"
tm992260,Yes Day,MOVIE,2021,86,"['comedy', 'family']",,5.7,"6,778"
tm1088320,Father Christmas Is Back,MOVIE,2021,105,['comedy'],,4.5,"4,671"
ts29800,Surviving Death,SHOW,2021,54,"['documentation', 'reality']",1.0,6.2,2.0
tm1203307,F*ck Love Too,MOVIE,2022,92,"['comedy', 'romance']",,3.8,5.5
tm991351,PelÃ©,MOVIE,2021,108,"['documentation', 'sport']",,7.0,"7,463"
tm1259335,Cici,MOVIE,2022,155,['drama'],,7.2,5.8
tm1250005,The Ghost,MOVIE,2022,138,"['action', 'drama', 'thriller']",,5.0,4.1
tm1020073,Thunder Force,MOVIE,2021,107,"['action', 'scifi', 'comedy', 'fantasy']",,4.5,"5,617"
tm1272071,Who's a Good Boy?,MOVIE,2022,95,['comedy'],,4.6,"5,719"
tm1087160,Fever Dream,MOVIE,2021,93,"['thriller', 'drama', 'horror']",,5.4,"5,726"
ts192196,Q-Force,SHOW,2021,25,"['fantasy', 'scifi', 'animation', 'action', 'comedy', 'crime']",1.0,6.6,7.1
tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,2021,84,"['documentation', 'crime']",,6.3,6.2
tm1269761,Neal Brennan: Blocks,MOVIE,2022,62,"['comedy', 'documentation']",,7.7,6.5
tm1027081,Blood Red Sky,MOVIE,2021,121,"['fantasy', 'horror', 'thriller', 'action', 'drama']",,6.1,7.0
ts271604,Blue Period,SHOW,2021,25,"['animation', 'drama']",1.0,7.7,7.3
tm1075215,Aftermath,MOVIE,2021,114,"['horror', 'drama', 'thriller']",,5.3,6.3
tm347095,Oxygen,MOVIE,2021,100,"['thriller', 'horror', 'scifi', 'drama', 'fantasy']",,6.5,"6,611"
tm1131374,Carolin Kebekus: The Last Christmas Special,MOVIE,2021,66,['comedy'],,4.8,5.5
tm1267331,Jurassic World Camp Cretaceous: Hidden Adventure,MOVIE,2022,32,"['action', 'animation']",,,6.3
